Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_88_753,VSS,Metal1,368.8860,348.2200,0.000002
FILLER_88_746,VSS,Metal1,365.5260,348.2200,0.000003
FILLER_88_739,VSS,Metal1,362.1660,348.2200,0.000003
FILLER_88_732,VSS,Metal1,358.8060,348.2200,0.000003
FILLER_88_725,VSS,Metal1,355.4460,348.2200,0.000003
FILLER_88_718,VSS,Metal1,352.0860,348.2200,0.000003
FILLER_88_713,VSS,Metal1,348.2400,347.7600,0.000004
FILLER_88_711,VSS,Metal1,347.5200,347.7600,0.000004
FILLER_88_704,VSS,Metal1,345.3660,348.2200,0.000004
FILLER_88_697,VSS,Metal1,342.0060,348.2200,0.000004
FILLER_88_690,VSS,Metal1,338.6460,348.2200,0.000004
FILLER_88_683,VSS,Metal1,335.2860,348.2200,0.000004
FILLER_88_612,VSS,Metal1,300.0000,347.7600,0.000010
FILLER_88_608,VSS,Metal1,298.5480,348.1360,0.000013
FILLER_88_601,VSS,Metal1,295.9260,348.2200,0.000013
FILLER_88_594,VSS,Metal1,292.5660,348.2200,0.000013
FILLER_88_587,VSS,Metal1,289.2060,348.2200,0.000013
FILLER_88_572,VSS,Metal1,282.0060,348.2200,0.000013
FILLER_88_565,VSS,Metal1,278.6460,348.2200,0.000013
FILLER_88_558,VSS,Metal1,275.2860,348.2200,0.000013
FILLER_88_551,VSS,Metal1,271.9260,348.2200,0.000011
FILLER_88_544,VSS,Metal1,268.5660,348.2200,0.000010
FILLER_88_537,VSS,Metal1,265.2060,348.2200,0.000010
FILLER_88_530,VSS,Metal1,261.8460,348.2200,0.000010
FILLER_88_515,VSS,Metal1,253.4400,347.7600,0.000004
FILLER_88_511,VSS,Metal1,251.9880,348.1360,0.000004
FILLER_88_504,VSS,Metal1,249.3660,348.2200,0.000008
FILLER_88_497,VSS,Metal1,246.0060,348.2200,0.000010
FILLER_88_490,VSS,Metal1,242.6460,348.2200,0.000012
FILLER_88_483,VSS,Metal1,239.2860,348.2200,0.000021
FILLER_88_444,VSS,Metal1,219.3600,347.7600,0.000030
FILLER_88_440,VSS,Metal1,217.9080,348.1360,0.000033
FILLER_88_433,VSS,Metal1,215.2860,348.2200,0.000033
FILLER_88_426,VSS,Metal1,211.9260,348.2200,0.000033
FILLER_88_390,VSS,Metal1,193.2000,347.7600,0.000016
FILLER_88_383,VSS,Metal1,191.2860,348.2200,0.000015
FILLER_88_376,VSS,Metal1,187.9260,348.2200,0.000014
FILLER_88_366,VSS,Metal1,181.6800,347.7600,0.000003
FILLER_88_364,VSS,Metal1,180.9600,347.7600,0.000003
FILLER_88_344,VSS,Metal1,171.3600,347.7600,0.000007
FILLER_88_340,VSS,Metal1,169.9080,348.1360,0.000007
FILLER_88_333,VSS,Metal1,167.2860,348.2200,0.000008
FILLER_88_295,VSS,Metal1,147.6000,347.7600,0.000008
FILLER_88_291,VSS,Metal1,146.3880,348.1360,0.000008
FILLER_88_284,VSS,Metal1,143.7660,348.2200,0.000006
FILLER_88_277,VSS,Metal1,140.4060,348.2200,0.000006
FILLER_88_270,VSS,Metal1,137.0460,348.2200,0.000006
FILLER_88_263,VSS,Metal1,133.6860,348.2200,0.000006
FILLER_88_256,VSS,Metal1,130.3260,348.2200,0.000003
FILLER_88_249,VSS,Metal1,126.9660,348.2200,0.000003
FILLER_88_242,VSS,Metal1,123.6060,348.2200,0.000003
FILLER_88_235,VSS,Metal1,120.2460,348.2200,0.000003
FILLER_88_228,VSS,Metal1,116.8860,348.2200,0.000003
FILLER_88_221,VSS,Metal1,113.5260,348.2200,0.000002
FILLER_88_214,VSS,Metal1,110.1660,348.2200,0.000002
FILLER_88_207,VSS,Metal1,106.8060,348.2200,0.000002
FILLER_88_200,VSS,Metal1,103.4460,348.2200,0.000002
FILLER_88_193,VSS,Metal1,100.0860,348.2200,0.000002
FILLER_88_186,VSS,Metal1,96.7260,348.2200,0.000004
FILLER_88_179,VSS,Metal1,93.3660,348.2200,0.000006
FILLER_88_163,VSS,Metal1,85.6860,348.2200,0.000008
FILLER_88_125,VSS,Metal1,66.0000,347.7600,0.000009
FILLER_88_118,VSS,Metal1,64.0860,348.2200,0.000009
FILLER_88_111,VSS,Metal1,60.7260,348.2200,0.000009
FILLER_88_104,VSS,Metal1,57.3660,348.2200,0.000009
FILLER_88_97,VSS,Metal1,54.0060,348.2200,0.000009
FILLER_88_90,VSS,Metal1,50.6460,348.2200,0.000009
FILLER_88_83,VSS,Metal1,47.2860,348.2200,0.000007
FILLER_88_76,VSS,Metal1,43.9260,348.2200,0.000007
FILLER_88_70,VSS,Metal1,39.8400,347.7600,0.000007
FILLER_88_66,VSS,Metal1,38.3880,348.1360,0.000007
FILLER_88_59,VSS,Metal1,35.7660,348.2200,0.000005
FILLER_88_52,VSS,Metal1,32.4060,348.2200,0.000004
FILLER_88_46,VSS,Metal1,28.0800,347.7600,0.000002
FILLER_88_44,VSS,Metal1,27.3600,347.7600,0.000001
FILLER_88_21,VSS,Metal1,16.7880,348.1360,0.000001
FILLER_88_14,VSS,Metal1,14.1660,348.2200,0.000001
FILLER_88_7,VSS,Metal1,10.8060,348.2200,0.000001
FILLER_88_0,VSS,Metal1,7.4460,348.2200,0.000001
FILLER_87_925,VSS,Metal1,450.0000,347.7600,0.000001
FILLER_87_921,VSS,Metal1,448.7880,347.3830,0.000001
FILLER_87_914,VSS,Metal1,446.1660,347.2990,0.000001
FILLER_87_907,VSS,Metal1,442.8060,347.2990,0.000001
FILLER_87_890,VSS,Metal1,433.2000,347.7600,0.000001
FILLER_87_881,VSS,Metal1,428.8800,347.7600,0.000001
FILLER_87_877,VSS,Metal1,427.6680,347.3830,0.000001
FILLER_87_870,VSS,Metal1,425.0460,347.2990,0.000001
FILLER_87_863,VSS,Metal1,421.6860,347.2990,0.000001
FILLER_87_856,VSS,Metal1,418.3260,347.2990,0.000001
FILLER_87_849,VSS,Metal1,414.9660,347.2990,0.000001
FILLER_87_842,VSS,Metal1,411.6060,347.2990,0.000001
FILLER_87_830,VSS,Metal1,405.8460,347.2990,0.000000
FILLER_87_825,VSS,Metal1,402.0000,347.7600,0.000000
FILLER_87_821,VSS,Metal1,400.7880,347.3830,0.000000
FILLER_87_814,VSS,Metal1,398.1660,347.2990,0.000000
FILLER_87_807,VSS,Metal1,394.8060,347.2990,0.000001
FILLER_87_800,VSS,Metal1,391.4460,347.2990,0.000001
FILLER_87_793,VSS,Metal1,388.0860,347.2990,0.000001
FILLER_87_788,VSS,Metal1,384.2400,347.7600,0.000002
FILLER_87_782,VSS,Metal1,381.3600,347.7600,0.000002
FILLER_87_775,VSS,Metal1,379.4460,347.2990,0.000002
FILLER_87_768,VSS,Metal1,376.0860,347.2990,0.000002
FILLER_87_761,VSS,Metal1,372.7260,347.2990,0.000002
FILLER_87_754,VSS,Metal1,369.3660,347.2990,0.000002
FILLER_87_747,VSS,Metal1,366.0060,347.2990,0.000003
FILLER_87_740,VSS,Metal1,362.6460,347.2990,0.000003
FILLER_87_733,VSS,Metal1,359.2860,347.2990,0.000003
FILLER_87_726,VSS,Metal1,355.9260,347.2990,0.000003
FILLER_87_719,VSS,Metal1,352.5660,347.2990,0.000003
FILLER_87_712,VSS,Metal1,349.2060,347.2990,0.000004
FILLER_87_705,VSS,Metal1,345.8460,347.2990,0.000004
FILLER_87_698,VSS,Metal1,342.4860,347.2990,0.000004
FILLER_87_691,VSS,Metal1,339.1260,347.2990,0.000004
FILLER_87_684,VSS,Metal1,335.7660,347.2990,0.000004
FILLER_87_677,VSS,Metal1,332.4060,347.2990,0.000004
FILLER_87_670,VSS,Metal1,329.0460,347.2990,0.000004
FILLER_87_642,VSS,Metal1,314.1600,347.7600,0.000008
FILLER_87_611,VSS,Metal1,299.9880,347.3830,0.000010
FILLER_87_556,VSS,Metal1,272.8800,347.7600,0.000011
FILLER_87_554,VSS,Metal1,272.1600,347.7600,0.000011
FILLER_87_547,VSS,Metal1,270.0060,347.2990,0.000011
FILLER_87_540,VSS,Metal1,266.6460,347.2990,0.000010
FILLER_87_533,VSS,Metal1,263.2860,347.2990,0.000010
FILLER_87_526,VSS,Metal1,259.9260,347.2990,0.000010
FILLER_87_519,VSS,Metal1,256.5660,347.2990,0.000006
FILLER_87_508,VSS,Metal1,250.0800,347.7600,0.000008
FILLER_87_491,VSS,Metal1,242.3880,347.3830,0.000012
FILLER_87_484,VSS,Metal1,239.7660,347.2990,0.000021
FILLER_87_477,VSS,Metal1,236.4060,347.2990,0.000029
FILLER_87_448,VSS,Metal1,221.2800,347.7600,0.000030
FILLER_87_444,VSS,Metal1,219.8280,347.3830,0.000030
FILLER_87_437,VSS,Metal1,217.2060,347.2990,0.000033
FILLER_87_430,VSS,Metal1,213.8460,347.2990,0.000033
FILLER_87_397,VSS,Metal1,196.5600,347.7600,0.000039
FILLER_87_390,VSS,Metal1,194.6460,347.2990,0.000016
FILLER_87_383,VSS,Metal1,191.2860,347.2990,0.000015
FILLER_87_376,VSS,Metal1,187.9260,347.2990,0.000014
FILLER_87_338,VSS,Metal1,168.2400,347.7600,0.000008
FILLER_87_336,VSS,Metal1,167.5200,347.7600,0.000008
FILLER_87_329,VSS,Metal1,165.3660,347.2990,0.000008
FILLER_87_316,VSS,Metal1,158.3880,347.3830,0.000009
FILLER_87_309,VSS,Metal1,155.7660,347.2990,0.000009
FILLER_87_303,VSS,Metal1,151.6800,347.7600,0.000008
FILLER_87_298,VSS,Metal1,149.0400,347.7600,0.000008
FILLER_87_291,VSS,Metal1,147.1260,347.2990,0.000008
FILLER_87_284,VSS,Metal1,143.7660,347.2990,0.000006
FILLER_87_277,VSS,Metal1,140.4060,347.2990,0.000006
FILLER_87_263,VSS,Metal1,132.2400,347.7600,0.000006
FILLER_87_259,VSS,Metal1,131.0280,347.3830,0.000003
FILLER_87_252,VSS,Metal1,128.4060,347.2990,0.000003
FILLER_87_245,VSS,Metal1,125.0460,347.2990,0.000003
FILLER_87_238,VSS,Metal1,121.6860,347.2990,0.000003
FILLER_87_231,VSS,Metal1,118.3260,347.2990,0.000003
FILLER_87_224,VSS,Metal1,114.9660,347.2990,0.000003
FILLER_87_217,VSS,Metal1,111.6060,347.2990,0.000002
FILLER_87_189,VSS,Metal1,96.7200,347.7600,0.000004
FILLER_87_187,VSS,Metal1,96.0000,347.7600,0.000004
FILLER_87_180,VSS,Metal1,93.8460,347.2990,0.000006
FILLER_87_173,VSS,Metal1,90.4860,347.2990,0.000008
FILLER_87_166,VSS,Metal1,87.1260,347.2990,0.000008
FILLER_87_159,VSS,Metal1,83.7660,347.2990,0.000008
FILLER_87_152,VSS,Metal1,80.4060,347.2990,0.000008
FILLER_87_145,VSS,Metal1,77.0460,347.2990,0.000009
FILLER_87_137,VSS,Metal1,71.7600,347.7600,0.000009
FILLER_87_135,VSS,Metal1,71.0400,347.7600,0.000009
FILLER_87_128,VSS,Metal1,68.8860,347.2990,0.000009
FILLER_87_121,VSS,Metal1,65.5260,347.2990,0.000009
FILLER_87_114,VSS,Metal1,62.1660,347.2990,0.000009
FILLER_87_107,VSS,Metal1,58.8060,347.2990,0.000009
FILLER_87_100,VSS,Metal1,55.4460,347.2990,0.000009
FILLER_87_93,VSS,Metal1,52.0860,347.2990,0.000009
FILLER_87_81,VSS,Metal1,46.3260,347.2990,0.000007
FILLER_87_74,VSS,Metal1,42.9660,347.2990,0.000007
FILLER_87_67,VSS,Metal1,39.6060,347.2990,0.000007
FILLER_87_60,VSS,Metal1,36.2460,347.2990,0.000005
FILLER_87_53,VSS,Metal1,32.8860,347.2990,0.000004
FILLER_87_46,VSS,Metal1,29.5260,347.2990,0.000002
FILLER_87_40,VSS,Metal1,25.4400,347.7600,0.000000
FILLER_87_33,VSS,Metal1,23.2860,347.2990,0.000001
FILLER_87_21,VSS,Metal1,17.5260,347.2990,0.000001
FILLER_87_14,VSS,Metal1,14.1660,347.2990,0.000001
FILLER_87_7,VSS,Metal1,10.8060,347.2990,0.000001
FILLER_87_0,VSS,Metal1,7.4460,347.2990,0.000001
FILLER_86_925,VSS,Metal1,450.0000,340.2000,0.000003
FILLER_86_921,VSS,Metal1,448.7880,340.5760,0.000003
FILLER_86_914,VSS,Metal1,446.1660,340.6600,0.000003
FILLER_86_907,VSS,Metal1,442.8060,340.6600,0.000003
FILLER_86_887,VSS,Metal1,432.0000,340.2000,0.000003
FILLER_86_883,VSS,Metal1,430.5480,340.5760,0.000003
FILLER_86_876,VSS,Metal1,427.9260,340.6600,0.000003
FILLER_86_869,VSS,Metal1,424.5660,340.6600,0.000003
FILLER_86_862,VSS,Metal1,421.2060,340.6600,0.000003
FILLER_86_855,VSS,Metal1,417.8460,340.6600,0.000003
FILLER_86_848,VSS,Metal1,414.4860,340.6600,0.000003
FILLER_86_841,VSS,Metal1,411.1260,340.6600,0.000003
FILLER_86_824,VSS,Metal1,401.7600,340.2000,0.000030
FILLER_86_817,VSS,Metal1,399.6060,340.6600,0.000030
FILLER_86_810,VSS,Metal1,396.2460,340.6600,0.000030
FILLER_86_803,VSS,Metal1,392.8860,340.6600,0.000031
FILLER_86_793,VSS,Metal1,386.6400,340.2000,0.000032
FILLER_86_778,VSS,Metal1,379.4400,340.2000,0.000032
FILLER_86_771,VSS,Metal1,377.5260,340.6600,0.000032
FILLER_86_720,VSS,Metal1,351.6000,340.2000,0.000019
FILLER_86_713,VSS,Metal1,349.6860,340.6600,0.000018
FILLER_86_706,VSS,Metal1,346.3260,340.6600,0.000015
FILLER_86_700,VSS,Metal1,342.2400,340.2000,0.000009
FILLER_86_696,VSS,Metal1,340.7880,340.5760,0.000009
FILLER_86_689,VSS,Metal1,338.1660,340.6600,0.000007
FILLER_86_682,VSS,Metal1,334.8060,340.6600,0.000005
FILLER_86_654,VSS,Metal1,319.9200,340.2000,0.000005
FILLER_86_652,VSS,Metal1,319.2000,340.2000,0.000005
FILLER_86_647,VSS,Metal1,316.5600,340.2000,0.000007
FILLER_86_640,VSS,Metal1,314.6460,340.6600,0.000007
FILLER_86_630,VSS,Metal1,308.4000,340.2000,0.000007
FILLER_86_626,VSS,Metal1,307.1880,340.5760,0.000007
FILLER_86_612,VSS,Metal1,300.4680,340.5760,0.000008
FILLER_86_601,VSS,Metal1,294.7200,340.2000,0.000008
FILLER_86_597,VSS,Metal1,293.2680,340.5760,0.000008
FILLER_86_589,VSS,Metal1,289.4280,340.5760,0.000009
FILLER_86_578,VSS,Metal1,283.6800,340.2000,0.000008
FILLER_86_573,VSS,Metal1,281.2800,340.2000,0.000008
FILLER_86_566,VSS,Metal1,279.1260,340.6600,0.000008
FILLER_86_550,VSS,Metal1,270.2400,340.2000,0.000006
FILLER_86_543,VSS,Metal1,268.0860,340.6600,0.000006
FILLER_86_537,VSS,Metal1,263.7600,340.2000,0.000006
FILLER_86_535,VSS,Metal1,263.0400,340.2000,0.000006
FILLER_86_528,VSS,Metal1,260.8860,340.6600,0.000006
FILLER_86_521,VSS,Metal1,257.5260,340.6600,0.000005
FILLER_86_487,VSS,Metal1,241.2060,340.6600,0.000004
FILLER_86_480,VSS,Metal1,237.8460,340.6600,0.000004
FILLER_86_473,VSS,Metal1,234.4860,340.6600,0.000004
FILLER_86_466,VSS,Metal1,231.1260,340.6600,0.000004
FILLER_86_459,VSS,Metal1,227.7660,340.6600,0.000004
FILLER_86_452,VSS,Metal1,224.4060,340.6600,0.000004
FILLER_86_445,VSS,Metal1,221.0460,340.6600,0.000004
FILLER_86_438,VSS,Metal1,217.6860,340.6600,0.000004
FILLER_86_431,VSS,Metal1,214.3260,340.6600,0.000004
FILLER_86_402,VSS,Metal1,198.9600,340.2000,0.000005
FILLER_86_400,VSS,Metal1,198.2400,340.2000,0.000005
FILLER_86_393,VSS,Metal1,196.0860,340.6600,0.000005
FILLER_86_386,VSS,Metal1,192.7260,340.6600,0.000004
FILLER_86_379,VSS,Metal1,189.3660,340.6600,0.000004
FILLER_86_372,VSS,Metal1,186.0060,340.6600,0.000004
FILLER_86_344,VSS,Metal1,171.1200,340.2000,0.000006
FILLER_86_342,VSS,Metal1,170.4000,340.2000,0.000006
FILLER_86_335,VSS,Metal1,168.2460,340.6600,0.000006
FILLER_86_328,VSS,Metal1,164.8860,340.6600,0.000007
FILLER_86_289,VSS,Metal1,144.9600,340.2000,0.000013
FILLER_86_285,VSS,Metal1,143.5080,340.5760,0.000013
FILLER_86_243,VSS,Metal1,122.6400,340.2000,0.000009
FILLER_86_239,VSS,Metal1,121.4280,340.5760,0.000009
FILLER_86_232,VSS,Metal1,118.8060,340.6600,0.000009
FILLER_86_225,VSS,Metal1,115.4460,340.6600,0.000009
FILLER_86_218,VSS,Metal1,112.0860,340.6600,0.000009
FILLER_86_203,VSS,Metal1,103.6800,340.2000,0.000003
FILLER_86_199,VSS,Metal1,101.5200,340.2000,0.000002
FILLER_86_197,VSS,Metal1,100.8000,340.2000,0.000002
FILLER_86_191,VSS,Metal1,97.6800,340.2000,0.000009
FILLER_86_189,VSS,Metal1,96.9600,340.2000,0.000009
FILLER_86_182,VSS,Metal1,94.8060,340.6600,0.000010
FILLER_86_175,VSS,Metal1,91.4460,340.6600,0.000012
FILLER_86_169,VSS,Metal1,87.1200,340.2000,0.000013
FILLER_86_167,VSS,Metal1,86.4000,340.2000,0.000014
FILLER_86_158,VSS,Metal1,82.5480,340.5760,0.000014
FILLER_86_148,VSS,Metal1,77.0400,340.2000,0.000015
FILLER_86_144,VSS,Metal1,75.8280,340.5760,0.000015
FILLER_86_137,VSS,Metal1,72.4680,340.5760,0.000015
FILLER_86_130,VSS,Metal1,69.8460,340.6600,0.000015
FILLER_86_123,VSS,Metal1,66.4860,340.6600,0.000014
FILLER_86_116,VSS,Metal1,63.1260,340.6600,0.000013
FILLER_86_109,VSS,Metal1,59.7660,340.6600,0.000012
FILLER_86_102,VSS,Metal1,56.4060,340.6600,0.000011
FILLER_86_95,VSS,Metal1,53.0460,340.6600,0.000010
FILLER_86_80,VSS,Metal1,45.8460,340.6600,0.000010
FILLER_86_73,VSS,Metal1,42.4860,340.6600,0.000010
FILLER_86_66,VSS,Metal1,39.1260,340.6600,0.000010
FILLER_86_59,VSS,Metal1,35.7660,340.6600,0.000009
FILLER_86_33,VSS,Metal1,22.5480,340.5760,0.000000
FILLER_86_21,VSS,Metal1,17.5260,340.6600,0.000000
FILLER_86_14,VSS,Metal1,14.1660,340.6600,0.000000
FILLER_86_7,VSS,Metal1,10.8060,340.6600,0.000000
FILLER_86_0,VSS,Metal1,7.4460,340.6600,0.000000
FILLER_85_924,VSS,Metal1,449.7600,340.2000,0.000003
FILLER_85_920,VSS,Metal1,448.3080,339.8230,0.000003
FILLER_85_913,VSS,Metal1,445.6860,339.7390,0.000003
FILLER_85_906,VSS,Metal1,442.3260,339.7390,0.000003
FILLER_85_899,VSS,Metal1,438.9660,339.7390,0.000003
FILLER_85_892,VSS,Metal1,435.6060,339.7390,0.000003
FILLER_85_885,VSS,Metal1,432.2460,339.7390,0.000003
FILLER_85_878,VSS,Metal1,428.8860,339.7390,0.000003
FILLER_85_871,VSS,Metal1,425.5260,339.7390,0.000003
FILLER_85_864,VSS,Metal1,422.1660,339.7390,0.000003
FILLER_85_857,VSS,Metal1,418.8060,339.7390,0.000003
FILLER_85_850,VSS,Metal1,415.4460,339.7390,0.000003
FILLER_85_836,VSS,Metal1,407.2800,340.2000,0.000003
FILLER_85_834,VSS,Metal1,406.5600,340.2000,0.000003
FILLER_85_827,VSS,Metal1,404.4060,339.7390,0.000003
FILLER_85_820,VSS,Metal1,401.0460,339.7390,0.000030
FILLER_85_813,VSS,Metal1,397.6860,339.7390,0.000030
FILLER_85_806,VSS,Metal1,394.3260,339.7390,0.000030
FILLER_85_799,VSS,Metal1,390.9660,339.7390,0.000031
FILLER_85_771,VSS,Metal1,376.0800,340.2000,0.000032
FILLER_85_769,VSS,Metal1,375.3600,340.2000,0.000035
FILLER_85_762,VSS,Metal1,373.2060,339.7390,0.000036
FILLER_85_734,VSS,Metal1,359.7660,339.7390,0.000027
FILLER_85_727,VSS,Metal1,356.4060,339.7390,0.000020
FILLER_85_720,VSS,Metal1,353.0460,339.7390,0.000019
FILLER_85_713,VSS,Metal1,349.6860,339.7390,0.000018
FILLER_85_703,VSS,Metal1,343.4400,340.2000,0.000009
FILLER_85_688,VSS,Metal1,336.4800,340.2000,0.000006
FILLER_85_684,VSS,Metal1,335.0280,339.8230,0.000005
FILLER_85_677,VSS,Metal1,332.4060,339.7390,0.000005
FILLER_85_670,VSS,Metal1,329.0460,339.7390,0.000003
FILLER_85_663,VSS,Metal1,325.6860,339.7390,0.000004
FILLER_85_656,VSS,Metal1,322.3260,339.7390,0.000004
FILLER_85_649,VSS,Metal1,318.9660,339.7390,0.000005
FILLER_85_642,VSS,Metal1,315.6060,339.7390,0.000007
FILLER_85_635,VSS,Metal1,312.2460,339.7390,0.000007
FILLER_85_628,VSS,Metal1,308.8860,339.7390,0.000007
FILLER_85_621,VSS,Metal1,305.5260,339.7390,0.000007
FILLER_85_614,VSS,Metal1,302.1660,339.7390,0.000008
FILLER_85_607,VSS,Metal1,298.8060,339.7390,0.000008
FILLER_85_600,VSS,Metal1,295.4460,339.7390,0.000008
FILLER_85_593,VSS,Metal1,292.0860,339.7390,0.000008
FILLER_85_586,VSS,Metal1,288.7260,339.7390,0.000009
FILLER_85_577,VSS,Metal1,282.9600,340.2000,0.000008
FILLER_85_575,VSS,Metal1,282.2400,340.2000,0.000008
FILLER_85_568,VSS,Metal1,280.0860,339.7390,0.000008
FILLER_85_561,VSS,Metal1,276.7260,339.7390,0.000008
FILLER_85_554,VSS,Metal1,273.3660,339.7390,0.000007
FILLER_85_547,VSS,Metal1,270.0060,339.7390,0.000006
FILLER_85_540,VSS,Metal1,266.6460,339.7390,0.000006
FILLER_85_533,VSS,Metal1,263.2860,339.7390,0.000006
FILLER_85_509,VSS,Metal1,250.3200,340.2000,0.000004
FILLER_85_505,VSS,Metal1,249.1080,339.8230,0.000004
FILLER_85_494,VSS,Metal1,243.1200,340.2000,0.000004
FILLER_85_492,VSS,Metal1,242.4000,340.2000,0.000004
FILLER_85_485,VSS,Metal1,240.2460,339.7390,0.000004
FILLER_85_478,VSS,Metal1,236.8860,339.7390,0.000004
FILLER_85_471,VSS,Metal1,233.5260,339.7390,0.000004
FILLER_85_464,VSS,Metal1,230.1660,339.7390,0.000004
FILLER_85_457,VSS,Metal1,226.8060,339.7390,0.000004
FILLER_85_450,VSS,Metal1,223.4460,339.7390,0.000004
FILLER_85_443,VSS,Metal1,220.0860,339.7390,0.000004
FILLER_85_436,VSS,Metal1,216.7260,339.7390,0.000004
FILLER_85_429,VSS,Metal1,213.3660,339.7390,0.000004
FILLER_85_422,VSS,Metal1,210.0060,339.7390,0.000005
FILLER_85_415,VSS,Metal1,206.6460,339.7390,0.000005
FILLER_85_408,VSS,Metal1,203.2860,339.7390,0.000005
FILLER_85_401,VSS,Metal1,199.9260,339.7390,0.000005
FILLER_85_394,VSS,Metal1,196.5660,339.7390,0.000005
FILLER_85_387,VSS,Metal1,193.2060,339.7390,0.000004
FILLER_85_380,VSS,Metal1,189.8460,339.7390,0.000004
FILLER_85_373,VSS,Metal1,186.4860,339.7390,0.000004
FILLER_85_366,VSS,Metal1,183.1260,339.7390,0.000004
FILLER_85_353,VSS,Metal1,176.1480,339.8230,0.000003
FILLER_85_346,VSS,Metal1,173.5260,339.7390,0.000003
FILLER_85_339,VSS,Metal1,170.1660,339.7390,0.000006
FILLER_85_332,VSS,Metal1,166.8060,339.7390,0.000007
FILLER_85_325,VSS,Metal1,163.4460,339.7390,0.000007
FILLER_85_315,VSS,Metal1,157.2000,340.2000,0.000007
FILLER_85_313,VSS,Metal1,156.4800,340.2000,0.000007
FILLER_85_306,VSS,Metal1,154.3260,339.7390,0.000007
FILLER_85_265,VSS,Metal1,133.2000,340.2000,0.000013
FILLER_85_263,VSS,Metal1,132.4800,340.2000,0.000013
FILLER_85_253,VSS,Metal1,127.4400,340.2000,0.000012
FILLER_85_246,VSS,Metal1,125.5260,339.7390,0.000010
FILLER_85_217,VSS,Metal1,110.4000,340.2000,0.000008
FILLER_85_213,VSS,Metal1,108.9480,339.8230,0.000006
FILLER_85_206,VSS,Metal1,106.3260,339.7390,0.000005
FILLER_85_200,VSS,Metal1,102.2400,340.2000,0.000002
FILLER_85_196,VSS,Metal1,100.7880,339.8230,0.000002
FILLER_85_189,VSS,Metal1,98.1660,339.7390,0.000009
FILLER_85_182,VSS,Metal1,94.8060,339.7390,0.000010
FILLER_85_177,VSS,Metal1,90.9600,340.2000,0.000012
FILLER_85_175,VSS,Metal1,90.2400,340.2000,0.000012
FILLER_85_168,VSS,Metal1,88.0860,339.7390,0.000013
FILLER_85_131,VSS,Metal1,68.8800,340.2000,0.000015
FILLER_85_124,VSS,Metal1,66.9660,339.7390,0.000014
FILLER_85_117,VSS,Metal1,63.6060,339.7390,0.000013
FILLER_85_110,VSS,Metal1,60.2460,339.7390,0.000012
FILLER_85_97,VSS,Metal1,53.2680,339.8230,0.000010
FILLER_85_80,VSS,Metal1,45.8460,339.7390,0.000010
FILLER_85_73,VSS,Metal1,42.4860,339.7390,0.000010
FILLER_85_66,VSS,Metal1,39.1260,339.7390,0.000010
FILLER_85_59,VSS,Metal1,35.7660,339.7390,0.000009
FILLER_85_52,VSS,Metal1,32.4060,339.7390,0.000009
FILLER_85_21,VSS,Metal1,16.3200,340.2000,0.000000
FILLER_85_14,VSS,Metal1,14.1660,339.7390,0.000000
FILLER_85_7,VSS,Metal1,10.8060,339.7390,0.000000
FILLER_85_0,VSS,Metal1,7.4460,339.7390,0.000000
FILLER_84_924,VSS,Metal1,449.7600,332.6400,0.000024
FILLER_84_920,VSS,Metal1,448.3080,333.0160,0.000024
FILLER_84_913,VSS,Metal1,445.6860,333.1000,0.000024
FILLER_84_900,VSS,Metal1,438.7080,333.0160,0.000024
FILLER_84_893,VSS,Metal1,436.0860,333.1000,0.000024
FILLER_84_886,VSS,Metal1,431.5200,332.6400,0.000022
FILLER_84_879,VSS,Metal1,429.3660,333.1000,0.000021
FILLER_84_875,VSS,Metal1,426.0000,332.6400,0.000012
FILLER_84_868,VSS,Metal1,424.0860,333.1000,0.000012
FILLER_84_861,VSS,Metal1,420.7260,333.1000,0.000012
FILLER_84_854,VSS,Metal1,417.3660,333.1000,0.000012
FILLER_84_829,VSS,Metal1,403.9200,332.6400,0.000003
FILLER_84_822,VSS,Metal1,402.0060,333.1000,0.000004
FILLER_84_815,VSS,Metal1,398.6460,333.1000,0.000004
FILLER_84_808,VSS,Metal1,395.2860,333.1000,0.000004
FILLER_84_801,VSS,Metal1,391.9260,333.1000,0.000004
FILLER_84_794,VSS,Metal1,388.5660,333.1000,0.000004
FILLER_84_780,VSS,Metal1,380.6400,332.6400,0.000005
FILLER_84_773,VSS,Metal1,378.4860,333.1000,0.000005
FILLER_84_745,VSS,Metal1,363.6000,332.6400,0.000007
FILLER_84_738,VSS,Metal1,361.6860,333.1000,0.000007
FILLER_84_731,VSS,Metal1,358.3260,333.1000,0.000008
FILLER_84_724,VSS,Metal1,354.9660,333.1000,0.000008
FILLER_84_717,VSS,Metal1,351.6060,333.1000,0.000009
FILLER_84_689,VSS,Metal1,336.7200,332.6400,0.000009
FILLER_84_687,VSS,Metal1,336.0000,332.6400,0.000007
FILLER_84_680,VSS,Metal1,333.8460,333.1000,0.000006
FILLER_84_673,VSS,Metal1,330.4860,333.1000,0.000006
FILLER_84_666,VSS,Metal1,327.1260,333.1000,0.000006
FILLER_84_659,VSS,Metal1,323.7660,333.1000,0.000006
FILLER_84_652,VSS,Metal1,320.4060,333.1000,0.000006
FILLER_84_645,VSS,Metal1,317.0460,333.1000,0.000006
